"PrimaryKey","siteid","ProportionCriteriaMet"
"1605251137504232016-09-01","R010XB024OR",1
"16052512372518962016-09-01","R010XC082OR",0.833333333333333
"1605251311393982016-09-01","R010XB081OR",1
"16052513373842182016-09-01","R010XB081OR",1
"16052513511025272016-09-01","R010XB027OR",0.625
"16052520460983832016-09-01","R010XA007OR",0.875
"16052606454010872016-09-01","R010XB024OR",1
"16052609211763252016-09-01","R010XB043OR",0.8
"16052609590822182016-09-01","R010XB024OR",1
"16052610255141082016-09-01","R010XB024OR",1
"16052615012322922016-09-01","R010XA007OR",0.75
"16052615092010922016-09-01","R010XC021OR",0.666666666666667
"16052711554624862016-09-01","R010XB081OR",1
"16052716221691382016-09-01","R010XB024OR",1
"160528073107762016-09-01","R010XB024OR",1
"16052810244925012016-09-01","R010XB024OR",1
"16052815115064812016-09-01","R010XA001OR",1
"16052912540474452016-09-01","R010XB024OR",1
"16052917163195302016-09-01","R010XC043OR",0.875
"16053008493847572016-09-01","R010XC035OR",0.833333333333333
"16053009273492832016-09-01","R010XC056OR",1
"16053016145449102016-09-01","R010XB024OR",1
"16053113052558362016-09-01","R010XB024OR",1
"16053116471063732016-09-01","R010XB081OR",1
"16060107170093802016-09-01","R010XB081OR",1
"16060111415560232016-09-01","R010XB081OR",1
"16060112392118262016-09-01","R010XA023OR",0.75
"16060115311135202016-09-01","R010XB081OR",1
"16060116000961162016-09-01","R010XB081OR",1
"16060214324483482016-09-01","R010XC043OR",0.875
"16060309404733102016-09-01","R010XB081OR",1
"16060315310516762016-09-01","R010XB081OR",1
"16060316140061022016-09-01","R010XB081OR",1
"16060409294194782016-09-01","R010XB081OR",1
"16060411532553652016-09-01","R010XB081OR",1
"16060415260955312016-09-01","R010XB081OR",1
"16060416391189582016-09-01","R010XB081OR",1
"16060509350794112016-09-01","R010XB081OR",1
"16060511260371402016-09-01","R010XB081OR",1
"16060514360590492016-09-01","R010XB081OR",1
"16060608445739122016-09-01","R010XB081OR",1
"16060608474147232016-09-01","R010XA007OR",0.625
"16060609224556032016-09-01","R010XA007OR",0.875
"16060610140658042016-09-01","R010XB081OR",1
"16060610414144142016-09-01","R010XC037OR",0.714285714285714
"16060613123873752016-09-01","R010XC030OR",0.875
"16060614003455952016-09-01","R010XB046OR",1
"16060614440792892016-09-01","R010XB028OR",0.714285714285714
"16060616252397972016-09-01","R010XB043OR",0.6
"16060707194312482016-09-01","R010XA003OR",0.857142857142857
"16060713593192162016-09-01","R010XB081OR",1
"16060717591456772016-09-01","R010XB028OR",0.857142857142857
"16060807002451492016-09-01","R010XC047OR",0.833333333333333
"1606080833593352016-09-01","R010XC051OR",0.833333333333333
"16060816063571182016-09-01","R010XB046OR",0.714285714285714
"16060817255371732016-09-01","R010XC043OR",0.875
"16060908345673872016-09-01","R010XB024OR",1
"16060908552273762016-09-01","R010XB024OR",1
"16060909432923992016-09-01","R010XB024OR",1
"16060916424616592016-09-01","R010XA027OR",0.875
"16060916514617672016-09-01","R010XB024OR",1
"16061006471563692016-09-01","R010XB024OR",1
"16061007170317452016-09-01","R010XB024OR",1
"16061008121492022016-09-01","R010XC064OR",0.833333333333333
"16061009312474392016-09-01","R010XB024OR",1
"16061107223051542016-09-01","R010XB024OR",1
"16061110350012772016-09-01","R010XB024OR",1
"16061115085399532016-09-01","R010XB024OR",1
"16061209321460702016-09-01","R010XB024OR",1
"16061210421313022016-09-01","R010XB024OR",1
"16061211085694292016-09-01","R010XB024OR",1
"16061307073689542016-09-01","R010XB024OR",1
"16061309134980272016-09-01","R010XB024OR",1
"16061312324997732016-09-01","R010XB024OR",1
"16061313003122742016-09-01","R010XA007OR",0.75
"16061313414286992016-09-01","R010XA003OR",0.714285714285714
"16061407224050192016-09-01","R010XB081OR",1
"16061407523837192016-09-01","R010XB024OR",1
"16061408072773102016-09-01","R010XA018OR",0.75
"16061409420976202016-09-01","R010XB024OR",1
"16061410080717752016-09-01","R010XB024OR",1
"16061414292731772016-09-01","R010XA027OR",0.75
"16061507180375222016-09-01","R010XB024OR",1
"16061509011390052016-09-01","R010XC043OR",0.75
"16061512253927082016-09-01","R010XB024OR",1
"16061515041310882016-09-01","R010XA018OR",1
"16061523520348862016-09-01","R010XC047OR",0.833333333333333
"16061608143280562016-09-01","R010XC075OR",0.857142857142857
"16061608290296342016-09-01","R010XC040OR",0.666666666666667
"16061608340851682016-09-01","R010XB081OR",1
"16061609114310372016-09-01","R010XC075OR",0.857142857142857
"16061609353652352016-09-01","R010XB081OR",1
"16061613174145282016-09-01","R010XC040OR",0.666666666666667
"16061614394944392016-09-01","R010XA007OR",0.75
"16061614414737882016-09-01","R010XY007OR",0.8
"16061615312196942016-09-01","R010XC051OR",0.833333333333333
"16061617084066772016-09-01","R010XC040OR",0.666666666666667
"1606170042572022016-09-01","R010XB081OR",1
"16061708383083332016-09-01","R010XC040OR",0.666666666666667
"16061708444028132016-09-01","R010XB081OR",1
"16061709433887292016-09-01","R010XA003OR",0.857142857142857
"16061713003215962016-09-01","R010XC069OR",0.857142857142857
"1606171326341192016-09-01","R010XC040OR",0.833333333333333
"16061714445896532016-09-01","R010XC039OR",0.625
"16061800420337982016-09-01","R010XB024OR",1
"16061808423621142016-09-01","R010XB081OR",1
"16061810185165102016-09-01","R010XB081OR",1
"16061811512973962016-09-01","R010XC051OR",1
"16061813361452522016-09-01","R010XB081OR",1
"1606181548277022016-09-01","R010XY007OR",0.8
"16061909222480182016-09-01","R010XB081OR",1
"16061911205591422016-09-01","R010XC075OR",0.571428571428571
"16061911592630732016-09-01","R010XB081OR",1
"16061914541590512016-09-01","R010XB081OR",1
"16062007203185732016-09-01","R010XA007OR",0.875
"16062008052762242016-09-01","R010XB081OR",1
"16062008320158622016-09-01","R010XA003OR",0.714285714285714
"16062011030570142016-09-01","R010XB064OR",0.75
"16062011164943392016-09-01","R010XB081OR",1
"1606201235285202016-09-01","R010XB081OR",1
"16062015304554172016-09-01","R010XB057OR",0.714285714285714
"16062016010863402016-09-01","R010XB081OR",1
"16062016571116672016-09-01","R010XC069OR",0.714285714285714
"1606210623087182016-09-01","R010XB081OR",1
"16062108331034382016-09-01","R010XB046OR",0.714285714285714
"16062109590823972016-09-01","R010XC069OR",0.714285714285714
"16062113455279702016-09-01","R010XB081OR",1
"16062115381054282016-09-01","R010XA018OR",1
"16062116494937562016-09-01","R010XB028OR",0.714285714285714
"16062212121180042016-09-01","R010XA018OR",1
"16062309115394832016-09-01","R010XB024OR",1
"16062309201187272016-09-01","R010XB024OR",1
"16062309275977012016-09-01","R010XB024OR",1
"16062315300780232016-09-01","R010XB024OR",1
"16062317155261952016-09-01","R010XA007OR",0.875
"16062407105667242016-09-01","R010XB081OR",1
"16062408383840832016-09-01","R010XB024OR",1
"1606240933386782016-09-01","R010XB024OR",1
"16062411334856742016-09-01","R010XB024OR",1
"16062412213879842016-09-01","R010XB081OR",1
"16062413095665782016-09-01","R010XB024OR",1
"16062508462511362016-09-01","R010XB081OR",1
"16062509412389832016-09-01","R010XB081OR",1
"16062511185760902016-09-01","R010XB081OR",1
"16062607202224392016-09-01","R010XB081OR",1
"16062607350026802016-09-01","R010XB081OR",1
"16062612525566002016-09-01","R010XB081OR",1
"1606261734545852016-09-01","R010XC047OR",0.833333333333333
"16062707053490082016-09-01","R010XB024OR",1
"16062708431425722016-09-01","R010XB024OR",1
"16062709201439772016-09-01","R010XB024OR",1
"16062710444686672016-09-01","R010XB028OR",1
"16062714301789092016-09-01","R010XB024OR",1
"16062716443588462016-09-01","R010XB081OR",1
"16062807181018922016-09-01","R010XB081OR",1
"16062807571371652016-09-01","R010XA009OR",0.75
"16062808293441342016-09-01","R010XA021OR",1
"160628085457532016-09-01","R010XB081OR",1
"16062810044460022016-09-01","R010XB081OR",1
"16062810192724432016-09-01","R010XB081OR",1
"16062813420797362016-09-01","R010XB024OR",1
"16062815144270442016-09-01","R010XB081OR",1
"16062815171574712016-09-01","R010XA021OR",1
"1606281521177772016-09-01","R010XB081OR",1
"16062815355125922016-09-01","R010XA007OR",0.75
"16062906183412402016-09-01","R010XA007OR",0.75
"1606290821542432016-09-01","R010XA003OR",0.714285714285714
"16062909085079572016-09-01","R010XB081OR",1
"16062909280795102016-09-01","R010XB024OR",1
"16062910162665032016-09-01","R010XB081OR",1
"16062913141829402016-09-01","R010XB035OR",0.6
"16062913570967592016-09-01","R010XB046OR",1
"1606291358218162016-09-01","R010XA007OR",0.75
"16062914014878372016-09-01","R010XC059OR",1
"1606291604138632016-09-01","R010XY005OR",0.875
"16063008202612552016-09-01","R010XC040OR",0.666666666666667
"16063008232536532016-09-01","R010XB081OR",1
"16063008261655992016-09-01","R010XB081OR",1
"16063008400693492016-09-01","R010XA007OR",0.625
"16063011264029632016-09-01","R010XA001OR",0.5
"16063013541922972016-09-01","R010XY007OR",0.8
"16063014000492962016-09-01","R010XC053OR",0.833333333333333
"16063017305392002016-09-01","R010XB081OR",1
"16070106251813872016-09-01","R010XB081OR",1
"16070509202050172016-09-01","R010XB024OR",1
"16070511024242312016-09-01","R010XB081OR",1
"16070512094248042016-09-01","R010XB081OR",1
"16070513542350362016-09-01","R010XA007OR",0.75
"16070514513497512016-09-01","R010XB081OR",1
"16070517064135532016-09-01","R010XB081OR",1
"16070517573542502016-09-01","R010XB028OR",0.857142857142857
"16070608275298502016-09-01","R010XB081OR",1
"1607060833141842016-09-01","R010XB081OR",1
"16070609251580292016-09-01","R010XB081OR",1
"16070614544622642016-09-01","R010XB081OR",1
"16070615362162492016-09-01","R010XB081OR",1
"16070616543481362016-09-01","R010XB046OR",1
"16070707054182312016-09-01","R010XB024OR",1
"16070709255583712016-09-01","R010XB024OR",1
"16070710082837392016-09-01","R010XB024OR",1
"16070714592816242016-09-01","R010XB081OR",1
"16070809230663842016-09-01","R010XB081OR",1
"16070809513695452016-09-01","R010XB081OR",1
"16070809560641502016-09-01","R010XA023OR",1
"16070812164740532016-09-01","R010XB081OR",1
"16070910434923382016-09-01","R010XB081OR",1
"16070911293167462016-09-01","R010XB081OR",1
"16071008225392362016-09-01","R010XB081OR",1
"1607101152107392016-09-01","R010XB081OR",1
"16071107272964902016-09-01","R010XA007OR",0.875
"16071109163573162016-09-01","R010XB081OR",1
"16071109270146382016-09-01","R010XB081OR",1
"16071109273755792016-09-01","R010XB081OR",1
"1607110930039292016-09-01","R010XC020OR",0.833333333333333
"16071110354467752016-09-01","R010XB081OR",1
"16071111521650252016-09-01","R010XB024OR",1
"16071111544374032016-09-01","R010XB024OR",1
"16071112334018592016-09-01","R010XB081OR",1
"16071114461892392016-09-01","R010XB081OR",1
"16071115275072862016-09-01","R010XC053OR",0.833333333333333
"16071207553214082016-09-01","R010XB081OR",1
"16071208263790502016-09-01","R010XA003OR",0.714285714285714
"16071208460659182016-09-01","R010XB024OR",1
"16071208510431262016-09-01","R010XB081OR",1
"16071209180215492016-09-01","R010XB028OR",0.857142857142857
"16071209265234842016-09-01","R010XC075OR",1
"16071211120278342016-09-01","R010XB046OR",0.857142857142857
"1607121123463352016-09-01","R010XB081OR",1
"16071211525873562016-09-01","R010XB081OR",1
"1607121228343182016-09-01","R010XB024OR",1
"16071212303556482016-09-01","R010XB081OR",1
"16071215473752222016-09-01","R010XB081OR",1
"1607121602592362016-09-01","R010XA003OR",0.857142857142857
"16071307151254652016-09-01","R010XB081OR",1
"16071307280391042016-09-01","R010XC040OR",0.666666666666667
"16071309215544352016-09-01","R010XC082OR",0.833333333333333
"16071309231256282016-09-01","R010XA003OR",0.714285714285714
"16071312465862542016-09-01","R010XB081OR",1
"16071314243871212016-09-01","R010XC032OR",0.714285714285714
"16071412490299182016-09-01","R010XB024OR",1
"16071418434370122016-09-01","R010XB081OR",1
"16071509594116172016-09-01","R010XB081OR",1
"16071517570299662016-09-01","R010XB081OR",1
"16071610201986562016-09-01","R010XC030OR",0.75
"16071615033712202016-09-01","R010XB081OR",1
"16071709013642642016-09-01","R010XB081OR",1
"16071716062483632016-09-01","R010XC043OR",0.875
"16071808570853322016-09-01","R010XB024OR",1
"16071812112645042016-09-01","R010XB082OR",0.714285714285714
"16071812123128852016-09-01","R010XB081OR",1
"16071812134254602016-09-01","R010XA007OR",0.75
"16071812144238432016-09-01","R010XC059OR",0.833333333333333
"1607181443338402016-09-01","R010XB081OR",1
"16071815010158892016-09-01","R010XC051OR",1
"16071908365826712016-09-01","R010XB081OR",1
"1607190905049382016-09-01","R010XB081OR",1
"16071909180935812016-09-01","R010XC040OR",0.666666666666667
"16071910384242882016-09-01","R010XC051OR",1
"16071914104780612016-09-01","R010XA003OR",0.857142857142857
"16071917074774732016-09-01","R010XB043OR",0.6
"16072008120694792016-09-01","R010XC030OR",0.625
"1607200817065342016-09-01","R010XB081OR",1
"16072013572346512016-09-01","R010XB081OR",1
"16072016345871512016-09-01","R010XB081OR",1
"16072107474873982016-09-01","R010XB046OR",1
"16072110235120862016-09-01","R010XB081OR",1
"16072110404050972016-09-01","R010XA021OR",1
"16072111035767532016-09-01","R010XB081OR",1
"16072111370459102016-09-01","R010XC066OR",1
"16072209215647442016-09-01","R010XC054OR",0.833333333333333
"16072210154015052016-09-01","R010XA003OR",0.714285714285714
"16072308251372732016-09-01","R010XB081OR",1
"16072310424610822016-09-01","R010XB081OR",1
"16072409152593302016-09-01","R010XB024OR",1
"16072409543252262016-09-01","R010XB024OR",1
"16072415474355512016-09-01","R010XB081OR",1
"16072509390116122016-09-01","R010XB081OR",1
"16072511480850372016-09-01","R010XB081OR",1
"16072512441773362016-09-01","R010XB081OR",1
"16072514591014152016-09-01","R010XB032OR",0.6
"16072514593482902016-09-01","R010XB081OR",1
"16072518521928432016-09-01","R010XB024OR",1
"16072607135780932016-09-01","R010XB024OR",1
"16072608244173232016-09-01","R010XB024OR",1
"16072608580373902016-09-01","R010XA021OR",1
"16072609203458472016-09-01","R010XB081OR",1
"1607260922352112016-09-01","R010XB081OR",1
"16072613443976412016-09-01","R010XB081OR",1
"16072614404180972016-09-01","R010XB032OR",0.6
"16072614410786502016-09-01","R010XB081OR",1
"16072616313550792016-09-01","R010XB081OR",1
"16072616452361672016-09-01","R010XB046OR",1
"16072708240591872016-09-01","R010XC069OR",0.714285714285714
"16072708531281532016-09-01","R010XA007OR",0.75
"16072709095386192016-09-01","R010XB081OR",1
"16072709211364242016-09-01","R010XB081OR",1
"16072710513312272016-09-01","R010XA021OR",0.75
"16072714132335752016-09-01","R010XA007OR",0.75
"16072807584146402016-09-01","R010XA007OR",0.875
"16072810141128122016-09-01","R010XB081OR",1
"16072813210757482016-09-01","R010XA021OR",1
"16080114473032362016-09-01","R010XA023OR",0.75
"16080116312041132016-09-01","R010XC069OR",0.714285714285714
"16080207315329542016-09-01","R010XA007OR",0.75
"16080210084597302016-09-01","R010XC043OR",0.75
"16080210473040602016-09-01","R010XA007OR",0.75
"16080211343145372016-09-01","R010XB046OR",0.714285714285714
"16080212103686082016-09-01","R010XB081OR",1
"16080212310474962016-09-01","R010XB081OR",1
"1608021457494532016-09-01","R010XC069OR",0.857142857142857
"16080215540172342016-09-01","R010XB081OR",1
"1608030911043472016-09-01","R010XA007OR",1
"16080309434855632016-09-01","R010XA003OR",0.714285714285714
"16080311251967692016-09-01","R010XB081OR",1
"16080311263820492016-09-01","R010XA007OR",1
"16080311575135502016-09-01","R010XC064OR",0.666666666666667
"16080314445921302016-09-01","R010XB081OR",1
"16080314573444902016-09-01","R010XA007OR",1
"16080315183927432016-09-01","R010XB081OR",1
"16080315250489672016-09-01","R010XA003OR",1
"16080410091966892016-09-01","R010XB081OR",1
"16080411061624382016-09-01","R010XB081OR",1
"16080411095797642016-09-01","R010XB081OR",1
"16080412243992392016-09-01","R010XA007OR",0.875
"16080413593569252016-09-01","R010XC059OR",1
"16080414163460822016-09-01","R010XB024OR",1
"16080414292397722016-09-01","R010XY014OR",1
"16080414310915792016-09-01","R010XA003OR",0.857142857142857
"16080414313385252016-09-01","R010XB024OR",1
"1608050418194562016-09-01","R010XB081OR",1
"16080509054623432016-09-01","R010XC047OR",0.833333333333333
"16080509193827772016-09-01","R010XC075OR",0.857142857142857
"16080510353353182016-09-01","R010XB024OR",1
"16080514405428152016-09-01","R010XA018OR",1
"16080608424212582016-09-01","R010XB081OR",1
"16080608431932882016-09-01","R010XB024OR",1
"16080609202971622016-09-01","R010XB081OR",1
"1608061102569802016-09-01","R010XB081OR",1
"16080611034550142016-09-01","R010XB024OR",1
"16080613442197402016-09-01","R010XB081OR",1
"16080614550639272016-09-01","R010XA007OR",1
"16080618380295132016-09-01","R010XA023OR",1
"16080707084051602016-09-01","R010XB081OR",1
"1608070810047122016-09-01","R010XB024OR",1
"16080708421461742016-09-01","R010XB081OR",1
"16080709022129352016-09-01","R010XB081OR",1
"1608071325283462016-09-01","R010XB081OR",1
"16080713324649392016-09-01","R010XB081OR",1
"16080717261891982016-09-01","R010XB081OR",1
"16080808022828692016-09-01","R010XB081OR",1
"16080808191686802016-09-01","R010XB081OR",1
"16080809133060942016-09-01","R010XB081OR",1
"1608081246348802016-09-01","R010XB081OR",1
"16080812491937362016-09-01","R010XB081OR",1
"16080814151513562016-09-01","R010XB024OR",1
"16080815025010912016-09-01","R010XC047OR",0.666666666666667
"16080817323622522016-09-01","R010XA009OR",0.75
"16080817544559922016-09-01","R010XA007OR",1
"16080908330064612016-09-01","R010XB081OR",1
"16080908494135672016-09-01","R010XB081OR",1
"16080909113753482016-09-01","R010XB081OR",1
"16080909114919272016-09-01","R010XB081OR",1
"16080909455667662016-09-01","R010XB081OR",1
"16080912342241552016-09-01","R010XB024OR",1
"1608091256542282016-09-01","R010XB081OR",1
"1608091336322992016-09-01","R010XB081OR",1
"16080917183275492016-09-01","R010XB081OR",1
"16080917183890092016-09-01","R010XB024OR",1
"16081009340842282016-09-01","R010XB081OR",1
"16081107350489362016-09-01","R010XY006OR",0.666666666666667
"16081111594126412016-09-01","R010XB081OR",1
"16081512263970742016-09-01","R010XA007OR",0.75
"16081513480312112016-09-01","R010XB081OR",1
"16081517104967452016-09-01","R010XA021OR",1
"16081517420892822016-09-01","R010XB081OR",1
"16081610353639242016-09-01","R010XC021OR",0.833333333333333
"16081611044827072016-09-01","R010XA007OR",1
"16081611331230192016-09-01","R010XB081OR",1
"16081615003267642016-09-01","R010XB024OR",1
"16081618334846392016-09-01","R010XB081OR",1
"1608170854291182016-09-01","R010XA021OR",1
"16081709173362882016-09-01","R010XB081OR",1
"16081709181780462016-09-01","R010XB081OR",1
"16081710103565042016-09-01","R010XB024OR",1
"16081711582180692016-09-01","R010XB024OR",1
"16081713334019252016-09-01","R010XB024OR",1
"16081714492820702016-09-01","R010XB081OR",1
"16081715214854432016-09-01","R010XA021OR",1
"16081807415684022016-09-01","R010XB081OR",1
"16081808344876472016-09-01","R010XB024OR",1
"16081809100631942016-09-01","R010XB024OR",1
"16081813011712292016-09-01","R010XA018OR",1
"16081816104028532016-09-01","R010XB081OR",1
"16081817020852552016-09-01","R010XA007OR",1
"1608190836401962016-09-01","R010XB024OR",1
"16081909521760442016-09-01","R010XB081OR",1
"16081912014673312016-09-01","R010XB081OR",1
"16081912480540352016-09-01","R010XB081OR",1
"16081915493371182016-09-01","R010XB024OR",1
"16082009490920102016-09-01","R010XB081OR",1
"16082009525949912016-09-01","R010XB081OR",1
"16082011182727892016-09-01","R010XB024OR",1
"16082016230559772016-09-01","R010XB081OR",1
"1608210913544782016-09-01","R010XB081OR",1
"16082109203154232016-09-01","R010XB081OR",1
"16082111092657342016-09-01","R010XB081OR",1
"16082115251070152016-09-01","R010XB081OR",1
"16082208481330352016-09-01","R010XB024OR",1
"16082209574189222016-09-01","R010XB081OR",1
"16082210025494972016-09-01","R010XB081OR",1
"16082211230181912016-09-01","R010XB081OR",1
"16082213515366972016-09-01","R010XB081OR",1
"16082213563960122016-09-01","R010XB081OR",1
"16082213592439112016-09-01","R010XB024OR",1
"16082214144912882016-09-01","R010XB046OR",0.714285714285714
"16082215492913052016-09-01","R010XB081OR",1
"16082216010263262016-09-01","R010XB081OR",1
"16082217294323832016-09-01","R010XB051OR",0.8
"16082308254116062016-09-01","R010XB043OR",0.8
"16082308254262552016-09-01","R010XB024OR",1
"16082308365143502016-09-01","R010XB081OR",1
"16082310141314662016-09-01","R010XB043OR",1
"16082310153055162016-09-01","R010XB081OR",1
"16082311145398232016-09-01","R010XB043OR",0.8
"16082311174896372016-09-01","R010XB081OR",1
"16082312543439912016-09-01","R010XB081OR",1
"16082313052742052016-09-01","R010XA007OR",1
"16082313094557842016-09-01","R010XA001OR",0.833333333333333
"16082313553288422016-09-01","R010XB024OR",1
"16082314003878702016-09-01","R010XB043OR",0.8
"16082314233287502016-09-01","R010XB081OR",1
"16082317283027162016-09-01","R010XB081OR",1
"16082410060434242016-09-01","R010XB081OR",1
"1608241022579232016-09-01","R010XB081OR",1
"16082411033041282016-09-01","R010XB024OR",1
"16082414001838662016-09-01","R010XA021OR",1
"16082417143021962016-09-01","R010XB024OR",1
"16082511072747652016-09-01","R010XB081OR",1
"16082511213988972016-09-01","R010XB046OR",1
"16082812474342772016-09-01","R010XB024OR",1
"16082812571757582016-09-01","R010XB024OR",1
"16082812581432362016-09-01","R010XB024OR",1
"16082812592220112016-09-01","R010XB024OR",1
"1608281302195662016-09-01","R010XB024OR",1
"16082813043613912016-09-01","R010XB024OR",1
"16082813050476282016-09-01","R010XB024OR",1
"16082813062093352016-09-01","R010XA001OR",1
"16082813184318302016-09-01","R010XB051OR",0.8
"16082813204418222016-09-01","R010XB024OR",1
"160828132216532016-09-01","R010XC030OR",0.875
"16082911460220072016-09-01","R010XB024OR",1
"16083013233917802016-09-01","R010XB081OR",1
"1608301526558912016-09-01","R010XB081OR",1
"16090108423067412016-09-01","R010XB081OR",1
"16090111054352022016-09-01","R010XB024OR",1
"160901112805192016-09-01","R010XA003OR",0.857142857142857
"16090111292354052016-09-01","R010XA018OR",0.75
"16090111294889952016-09-01","R010XB024OR",1
"16090112382633022016-09-01","R010XB081OR",1
"16090114022332352016-09-01","R010XB024OR",1
"16090207570536542016-09-01","R010XB081OR",1
"16090215104274402016-09-01","R010XB024OR",1
"1609030834553962016-09-01","R010XB024OR",1
"16090310143975722016-09-01","R010XB024OR",1
"16090314365611002016-09-01","R010XB081OR",1
"16090607062485312016-09-01","R010XB081OR",1
"16090609424980242016-09-01","R010XB081OR",1
"16090610220834412016-09-01","R010XA003OR",0.714285714285714
"16090612333118562016-09-01","R010XB024OR",1
"16090613102568192016-09-01","R010XB081OR",1
"16090708224564172016-09-01","R010XB081OR",1
"16090710082257752016-09-01","R010XB081OR",1
"16090710380520292016-09-01","R010XA007OR",1
"16090713293152032016-09-01","R010XB081OR",1
"16090807065430002016-09-01","R010XA007OR",0.625
"16090810401567732016-09-01","R010XB081OR",1
"16090812120743202016-09-01","R010XA009OR",0.625
"16091208255718112016-09-01","R010XC049OR",0.666666666666667
"1609121043247922016-09-01","R010XB081OR",1
"16091213081880822016-09-01","R010XB081OR",1
"16091214091867122016-09-01","R010XB024OR",1
"16091308464244752016-09-01","R010XC067OR",0.666666666666667
"16091310043157982016-09-01","R010XA007OR",1
"16091313294565652016-09-01","R010XA021OR",1
"16091314413638852016-09-01","R010XB081OR",1
"16091407403127332016-09-01","R010XB081OR",1
"16091409080582232016-09-01","R010XC037OR",0.714285714285714
"16091411002967192016-09-01","R010XB081OR",1
"16091413120250832016-09-01","R010XB028OR",0.714285714285714
"16091413450192092016-09-01","R010XB081OR",1
"16091416171428532016-09-01","R010XB081OR",1
"16091507221448842016-09-01","R010XB081OR",1
"16091614310069932016-09-01","R010XA021OR",1
"16091615504885522016-09-01","R010XA023OR",1
"16091811554070602016-09-01","R010XB081OR",1
"16091908423226662016-09-01","R010XC037OR",0.714285714285714
"16091909122899002016-09-01","R010XA007OR",1
"16091910201753252016-09-01","R010XB024OR",1
"16091911204076742016-09-01","R010XA023OR",1
"16091911250623282016-09-01","R010XB028OR",0.714285714285714
"16091911444085162016-09-01","R010XB081OR",1
"16091913411449772016-09-01","R010XB024OR",1
