"PrimaryKey","siteid","ProportionCriteriaMet"
"16091914435169152016-09-01","R010XC066OR",0.714285714285714
"16091915562367992016-09-01","R010XA003OR",0.833333333333333
"16091916295442962016-09-01","R010XC040OR",0.833333333333333
"1609201129406262016-09-01","R010XA007OR",0.75
"16092109054094912016-09-01","R010XC040OR",0.833333333333333
"16092109345758612016-09-01","R010XC040OR",0.833333333333333
"16092113325826892016-09-01","R010XC040OR",0.666666666666667
"16092114432792002016-09-01","R010XB024OR",1
"16092115160458012016-09-01","R010XB081OR",1
"16092115173916572016-09-01","R010XB081OR",1
"16092116350778902016-09-01","R010XB081OR",1
"16092207171742932016-09-01","R010XB081OR",1
"16092208184667192016-09-01","R010XB024OR",1
"1609221029582732016-09-01","R010XB024OR",1
"1609221458599642016-09-01","R010XB081OR",1
"16092607315971312016-09-01","R010XB028OR",0.571428571428571
"16092608274123662016-09-01","R010XB081OR",1
"16092608420238742016-09-01","R010XC055OR",0.666666666666667
"16092609022911322016-09-01","R010XB032OR",0.8
"16092610292317522016-09-01","R010XB081OR",1
"16092610462784692016-09-01","R010XB024OR",1
"16092611155444372016-09-01","R010XB081OR",1
"16092611415759492016-09-01","R010XB081OR",1
"16092613544760212016-09-01","R010XB081OR",1
"16092614130778112016-09-01","R010XB081OR",1
"16092614492848462016-09-01","R010XB081OR",1
"1609261654503912016-09-01","R010XB081OR",1
"16092707201915042016-09-01","R010XB070OR",0.666666666666667
"16092711044756062016-09-01","R010XB057OR",0.571428571428571
"16092714452681102016-09-01","R010XA022OR",0.625
"16092807153837802016-09-01","R010XB081OR",1
"16092808162358902016-09-01","R010XA007OR",0.5
"16092808181540362016-09-01","R010XC067OR",0.666666666666667
"1609280932517652016-09-01","R010XB081OR",1
"16092810222748982016-09-01","R010XB081OR",1
"16092810254624652016-09-01","R010XB081OR",1
"16092811265442792016-09-01","R010XB057OR",0.571428571428571
"16092813121570122016-09-01","R010XB081OR",1
"16092813281274232016-09-01","R010XC075OR",0.5
"16092814232555772016-09-01","R010XY006OR",0.666666666666667
"16092814240323352016-09-01","R010XC043OR",0.75
"16092814441976502016-09-01","R010XC075OR",0.714285714285714
"16092815195057612016-09-01","R010XB024OR",1
"1609281625468372016-09-01","R010XY005OR",0.875
"16092908260451762016-09-01","R010XB081OR",1
"16092910425848502016-09-01","R010XB028OR",0.714285714285714
"16092912451553552016-09-01","R010XA007OR",0.75
"16092913065329872016-09-01","R010XC043OR",0.75
"16092913275720452016-09-01","R010XB081OR",1
"16092913382051092016-09-01","R010XY001OR",0.666666666666667
"16092914420898812016-09-01","R010XB081OR",1
"16092915224253202016-09-01","R010XY006OR",0.833333333333333
"16092916062288322016-09-01","R010XB081OR",1
"16100307163230182016-09-01","R010XY006OR",0.833333333333333
"16100307195995302016-09-01","R010XB081OR",1
"16100307233578822016-09-01","R010XC055OR",0.666666666666667
"16100308401030492016-09-01","R010XB081OR",1
"16100309590624922016-09-01","R010XB081OR",1
"16100311104871852016-09-01","R010XB081OR",1
"16100311263710252016-09-01","R010XB081OR",1
"16100312232383922016-09-01","R010XA007OR",0.75
"16100313053787782016-09-01","R010XA009OR",0.75
"16100314191010722016-09-01","R010XB081OR",1
"16100315073374902016-09-01","R010XC055OR",0.666666666666667
"16100317161776802016-09-01","R010XY006OR",0.833333333333333
"16100510373519632016-09-01","R010XB043OR",0.8
"16100512351568542016-09-01","R010XB024OR",1
"16101111471395072016-09-01","R010XB024OR",1
"16101307292710652016-09-01","R010XA003OR",0.714285714285714
"16101813240563692016-09-01","R010XB024OR",1
"16102109083021002016-09-01","R010XB024OR",1
"16102109492951392016-09-01","R010XB024OR",1
"17050310271280032017-09-01","R010XB081OR",1
"17050310344675522017-09-01","R010XC043OR",0.75
"17050310363964502017-09-01","R010XA007OR",0.75
"17050310374384892017-09-01","R010XA007OR",0.875
"17050311471279942017-09-01","R010XA018OR",1
"17050314585943922017-09-01","R010XA009OR",0.75
"1705041330364662017-09-01","R010XC021OR",0.833333333333333
"17050414145731882017-09-01","R010XA007OR",0.75
"17050509000125432017-09-01","R010XB027OR",0.875
"17050511171673692017-09-01","R010XA007OR",1
"17050516004260432017-09-01","R010XB013OR",0.833333333333333
"17050608255762772017-09-01","R010XB024OR",1
"17050608395547662017-09-01","R010XB024OR",1
"17050610151871302017-09-01","R010XB027OR",0.625
"17050613134058292017-09-01","R010XA007OR",0.875
"17050710584194952017-09-01","R010XB024OR",1
"17050711280584942017-09-01","R010XB024OR",1
"17050711331869292017-09-01","R010XA018OR",1
"17050712055529742017-09-01","R010XA007OR",0.875
"17050712393894952017-09-01","R010XB024OR",1
"17050810161993552017-09-01","R010XA018OR",1
"17050812094993582017-09-01","R010XB024OR",1
"1705081311172702017-09-01","R010XB024OR",1
"17050813233969382017-09-01","R010XA023OR",0.75
"17050813390435982017-09-01","R010XY007OR",0.8
"17050813501811952017-09-01","R010XB024OR",1
"17050907513819422017-09-01","R010XB081OR",1
"17050908580419762017-09-01","R010XA003OR",1
"17050910003614162017-09-01","R010XA007OR",1
"17050910014557372017-09-01","R010XB024OR",1
"17050910393713722017-09-01","R010XA023OR",1
"17050911204813602017-09-01","R010XB024OR",1
"17050912005632722017-09-01","R010XB081OR",1
"17050912113348102017-09-01","R010XA023OR",1
"1705091305454732017-09-01","R010XA018OR",0.75
"17050913113056722017-09-01","R010XY005OR",0.75
"17050921185299002017-09-01","R010XA023OR",0.75
"17051008235017792017-09-01","R010XB081OR",1
"17051009373690972017-09-01","R010XB081OR",1
"17051013262314372017-09-01","R010XA023OR",0.75
"17051113150452882017-09-01","R010XB081OR",1
"17051508364590192017-09-01","R010XB024OR",1
"17051516254286602017-09-01","R010XB032OR",1
"17051608271223442017-09-01","R010XA007OR",0.625
"17051612521589532017-09-01","R010XA007OR",1
"17051613513025052017-09-01","R010XA023OR",1
"17051708485586682017-09-01","R010XB024OR",1
"17051708514058782017-09-01","R010XA007OR",0.625
"1705171255107682017-09-01","R010XB081OR",1
"17051712554967142017-09-01","R010XB024OR",1
"1705171504211532017-09-01","R010XB081OR",1
"17051716170645962017-09-01","R010XY006OR",0.8
"17051808280570962017-09-01","R010XC059OR",0.833333333333333
"17051809222526752017-09-01","R010XB081OR",1
"1705180934441612017-09-01","R010XA007OR",1
"17051809382940272017-09-01","R010XA007OR",1
"17051810560396212017-09-01","R010XB024OR",1
"17051811492065292017-09-01","R010XC030OR",0.75
"1705181234198942017-09-01","R010XA007OR",1
"1705181252157422017-09-01","R010XB081OR",1
"17051812570325112017-09-01","R010XB024OR",1
"17051812592168242017-09-01","R010XA018OR",1
"17051908472722782017-09-01","R010XB081OR",1
"17051908553150972017-09-01","R010XB081OR",1
"17051909141377832017-09-01","R010XB024OR",1
"17051912352068872017-09-01","R010XA007OR",0.75
"17051913123628262017-09-01","R010XB081OR",1
"17051913252128782017-09-01","R010XA003OR",0.714285714285714
"17051913533776122017-09-01","R010XB024OR",1
"17051914295338302017-09-01","R010XB081OR",1
"17051916313821182017-09-01","R010XB081OR",1
"17052008255422172017-09-01","R010XB081OR",1
"17052008425050212017-09-01","R010XB081OR",1
"17052009161059492017-09-01","R010XB024OR",1
"17052009515076342017-09-01","R010XB081OR",1
"17052012053821052017-09-01","R010XB081OR",1
"17052013141527152017-09-01","R010XB081OR",1
"17052013165523152017-09-01","R010XB081OR",1
"17052014111946522017-09-01","R010XB081OR",1
"17052015030246152017-09-01","R010XB081OR",1
"17052016162879602017-09-01","R010XB081OR",1
"17052107193359332017-09-01","R010XB024OR",1
"17052107463822472017-09-01","R010XB081OR",1
"17052107492752282017-09-01","R010XB081OR",1
"17052108151765282017-09-01","R010XA018OR",1
"17052109410918832017-09-01","R010XA007OR",0.75
"17052111293019522017-09-01","R010XB024OR",1
"1705211155172412017-09-01","R010XB081OR",1
"17052112033775642017-09-01","R010XB081OR",1
"17052112070476702017-09-01","R010XC056OR",1
"17052112173397612017-09-01","R010XB081OR",1
"17052115265491452017-09-01","R010XC021OR",1
"17052116180963702017-09-01","R010XB027OR",0.875
"17052208420772312017-09-01","R010XA007OR",1
"17052209122040212017-09-01","R010XC043OR",0.875
"17052209390327372017-09-01","R010XB081OR",1
"17052210400555912017-09-01","R010XB024OR",1
"17052211061017112017-09-01","R010XB024OR",1
"17052212111893532017-09-01","R010XB081OR",1
"17052212194788382017-09-01","R010XB081OR",1
"17052214013488642017-09-01","R010XA018OR",1
"17052214242219282017-09-01","R010XB081OR",1
"17052216031442972017-09-01","R010XB081OR",1
"17052307441366212017-09-01","R010XA021OR",1
"17052308150759072017-09-01","R010XB024OR",1
"17052309425498852017-09-01","R010XB024OR",1
"17052309552250732017-09-01","R010XB024OR",1
"17052310102445692017-09-01","R010XB046OR",1
"17052310451639262017-09-01","R010XB024OR",1
"17052311043159692017-09-01","R010XB024OR",1
"17052412415656202017-09-01","R010XB024OR",1
"17052507435555502017-09-01","R010XA007OR",0.714285714285714
"17052512284557132017-09-01","R010XC069OR",0.666666666666667
"17053009201168932017-09-01","R010XA002OR",0.5
"1705310910209022017-09-01","R010XB081OR",1
"17053109104971502017-09-01","R010XB024OR",1
"17060107293440872017-09-01","R010XB081OR",1
"17060108045812162017-09-01","R010XB024OR",1
"17060109511013012017-09-01","R010XB081OR",1
"17060110211939932017-09-01","R010XB024OR",1
"17060110305229532017-09-01","R010XB081OR",1
"17060112231413212017-09-01","R010XB024OR",1
"17060113570448122017-09-01","R010XB081OR",1
"17060114391469862017-09-01","R010XA007OR",1
"17060116134358092017-09-01","R010XB081OR",1
"17060208311425252017-09-01","R010XC035OR",0.8
"17060209075198722017-09-01","R010XB024OR",1
"1706020908139792017-09-01","R010XB081OR",1
"17060209162591672017-09-01","R010XB081OR",1
"17060209193892302017-09-01","R010XB081OR",1
"17060209443981082017-09-01","R010XB081OR",1
"17060210181832022017-09-01","R010XB081OR",1
"1706021252171372017-09-01","R010XC053OR",0.833333333333333
"17060215030834072017-09-01","R010XA018OR",1
"17060215431180912017-09-01","R010XB081OR",1
"17060215432213602017-09-01","R010XB081OR",1
"17060216441058912017-09-01","R010XB081OR",1
"17060308355482942017-09-01","R010XB081OR",1
"17060308415339472017-09-01","R010XB080OR",0.714285714285714
"17060309033061332017-09-01","R010XB081OR",1
"1706030905197142017-09-01","R010XB081OR",1
"17060309185047532017-09-01","R010XB024OR",1
"17060310173765972017-09-01","R010XB081OR",1
"17060310222132172017-09-01","R010XA018OR",0.75
"17060310234638722017-09-01","R010XA018OR",1
"17060310253339062017-09-01","R010XB081OR",1
"17060310495736042017-09-01","R010XB081OR",1
"17060312261755902017-09-01","R010XB081OR",1
"17060314035526802017-09-01","R010XB046OR",0.666666666666667
"17060314310453612017-09-01","R010XB081OR",1
"17060316074940492017-09-01","R010XB081OR",1
"17060316571794112017-09-01","R010XB081OR",1
"17060407531456512017-09-01","R010XB081OR",1
"17060408205422432017-09-01","R010XB081OR",1
"1706040835538502017-09-01","R010XC047OR",1
"17060409082757382017-09-01","R010XB081OR",1
"17060409091283522017-09-01","R010XB081OR",1
"17060409241848602017-09-01","R010XY007OR",0.8
"17060412082285542017-09-01","R010XB024OR",1
"17060412083636282017-09-01","R010XB024OR",1
"17060413033133572017-09-01","R010XB081OR",1
"17060414064137182017-09-01","R010XA018OR",0.75
"1706041415579582017-09-01","R010XB081OR",1
"17060416185975572017-09-01","R010XY005OR",0.875
"17060507014759282017-09-01","R010XB081OR",1
"17060508040913582017-09-01","R010XY006OR",0.8
"1706050808431962017-09-01","R010XA007OR",0.75
"17060508385455312017-09-01","R010XB081OR",1
"17060508395098932017-09-01","R010XB024OR",1
"17060509573836152017-09-01","R010XA018OR",1
"17060510121957072017-09-01","R010XB024OR",1
"1706051032081422017-09-01","R010XB081OR",1
"17060511230531252017-09-01","R010XA018OR",1
"17060514115380752017-09-01","R010XB081OR",1
"17060514430415492017-09-01","R010XB081OR",1
"1706051620227602017-09-01","R010XB081OR",1
"17060516353437512017-09-01","R010XB081OR",1
"17060516511681882017-09-01","R010XB081OR",1
"17060520005018112017-09-01","R010XB081OR",1
"17060607592365802017-09-01","R010XB028OR",1
"17060608045964352017-09-01","R010XB081OR",1
"17060608442738402017-09-01","R010XA018OR",1
"17060609305047692017-09-01","R010XB081OR",1
"17060609503660482017-09-01","R010XB081OR",1
"17060610091357942017-09-01","R010XB024OR",1
"17060610094466942017-09-01","R010XB024OR",1
"17060610102656902017-09-01","R010XB024OR",1
"17060610113162512017-09-01","R010XB024OR",1
"17060611061758672017-09-01","R010XB081OR",1
"17060612243718832017-09-01","R010XB081OR",1
"17060705504264212017-09-01","R010XB081OR",1
"17060709360799842017-09-01","R010XB024OR",1
"17060713174864362017-09-01","R010XC055OR",0.666666666666667
"17061211173048962017-09-01","R010XB024OR",1
"1706121447492172017-09-01","R010XC030OR",0.714285714285714
"17061219045032112017-09-01","R010XC075OR",0.666666666666667
"17061311084553202017-09-01","R010XA007OR",0.857142857142857
"17061315042625642017-09-01","R010XB024OR",1
"1706141254588812017-09-01","R010XC020OR",0.8
"17061414190582242017-09-01","R010XB081OR",1
"17061415595141682017-09-01","R010XC064OR",0.8
"17061506494645032017-09-01","R010XB024OR",1
"17061507484144052017-09-01","R010XA018OR",0.75
"17061510250866012017-09-01","R010XB081OR",1
"17061510464378452017-09-01","R010XB081OR",1
"17061511272515782017-09-01","R010XB081OR",1
"17061512001080352017-09-01","R010XB081OR",1
"17061512031055492017-09-01","R010XB081OR",1
"1706151233023522017-09-01","R010XA018OR",0.75
"17061512351253022017-09-01","R010XB081OR",1
"17061512423980472017-09-01","R010XB081OR",1
"17061514060386402017-09-01","R010XB081OR",1
"17061609084588652017-09-01","R010XC059OR",0.8
"17061609565419532017-09-01","R010XY006OR",0.833333333333333
"17061610123530232017-09-01","R010XB081OR",1
"1706161034347412017-09-01","R010XA019OR",0.714285714285714
"17061610375733612017-09-01","R010XB081OR",1
"17061610520178092017-09-01","R010XY006OR",0.833333333333333
"17061614535119282017-09-01","R010XB081OR",1
"17061615242221072017-09-01","R010XB081OR",1
"170616153215522017-09-01","R010XB081OR",1
"17061615350294652017-09-01","R010XY006OR",0.833333333333333
"17061616471513712017-09-01","R010XB024OR",1
"17061617585877742017-09-01","R010XB081OR",1
"1706170733207462017-09-01","R010XC047OR",0.833333333333333
"17061708415152272017-09-01","R010XC032OR",0.714285714285714
"17061708450897522017-09-01","R010XB081OR",1
"17061709015815842017-09-01","R010XB081OR",1
"17061709385283262017-09-01","R010XY006OR",0.833333333333333
"17061711293316062017-09-01","R010XB081OR",1
"17061711433445312017-09-01","R010XB081OR",1
"17061712564134862017-09-01","R010XA003OR",0.714285714285714
"1706171321039442017-09-01","R010XC066OR",0.75
"17061713313436462017-09-01","R010XB081OR",1
"17061714525532012017-09-01","R010XA007OR",0.75
"17061715295065192017-09-01","R010XC021OR",0.833333333333333
"1706171632158372017-09-01","R010XB024OR",1
"17061807592435472017-09-01","R010XA009OR",0.625
"17061809021556222017-09-01","R010XB028OR",0.857142857142857
"17061809031657642017-09-01","R010XB081OR",1
"17061809065191842017-09-01","R010XA019OR",0.714285714285714
"17061810064982132017-09-01","R010XB081OR",1
"17061810242526162017-09-01","R010XB081OR",1
"17061810302215192017-09-01","R010XC075OR",0.666666666666667
"17061811045616652017-09-01","R010XB081OR",1
"17061811153044692017-09-01","R010XA007OR",0.857142857142857
"17061813443857012017-09-01","R010XA023OR",1
"17061814345398112017-09-01","R010XB047OR",0.8
"17061814393288002017-09-01","R010XB081OR",1
"17061816123844532017-09-01","R010XB081OR",1
"17061819282363082017-09-01","R010XB081OR",1
"17061907034755482017-09-01","R010XA007OR",1
"17061907343114172017-09-01","R010XB046OR",0.857142857142857
"17061907465432752017-09-01","R010XB046OR",1
"17061908230465622017-09-01","R010XC043OR",0.875
"17061908304128622017-09-01","R010XB081OR",1
"17061908421157152017-09-01","R010XB081OR",1
"17061908533529122017-09-01","R010XB081OR",1
"17061909014519932017-09-01","R010XB081OR",1
"17061909584597932017-09-01","R010XB081OR",1
"17061910433634752017-09-01","R010XB024OR",1
"17061912492637422017-09-01","R010XB081OR",1
"17061913093477352017-09-01","R010XB081OR",1
"1706191318378782017-09-01","R010XB081OR",1
"17061913440073522017-09-01","R010XB047OR",0.6
"17061914123525172017-09-01","R010XB024OR",1
"1706191529587722017-09-01","R010XB081OR",1
"17061916113299972017-09-01","R010XB081OR",1
"17062007512238792017-09-01","R010XA007OR",0.857142857142857
"17062008145881382017-09-01","R010XC059OR",0.833333333333333
"17062008355847012017-09-01","R010XB081OR",1
"17062008570677942017-09-01","R010XB081OR",1
"1706200912416242017-09-01","R010XA007OR",0.75
"17062009201370632017-09-01","R010XB081OR",1
"17062010361486962017-09-01","R010XB081OR",1
"17062010482434352017-09-01","R010XB081OR",1
"17062013505998732017-09-01","R010XB081OR",1
"17062109405324802017-09-01","R010XB024OR",1
"17062114080423232017-09-01","R010XB024OR",1
"17062207534914482017-09-01","R010XA007OR",0.75
"17062207544855822017-09-01","R010XB081OR",1
"17062608510655852017-09-01","R010XA021OR",0.75
"17062608550652252017-09-01","R010XB081OR",1
"17062807524261222017-09-01","R010XA002OR",0.714285714285714
"17062807551970062017-09-01","R010XB081OR",1
"17062907061674822017-09-01","R010XA007OR",1
"17062907214530092017-09-01","R010XB081OR",1
"17062907230676852017-09-01","R010XB081OR",1
"17062908162218842017-09-01","R010XB081OR",1
"17062908282465772017-09-01","R010XB081OR",1
"17062908304940282017-09-01","R010XB024OR",1
"17062910383795932017-09-01","R010XA007OR",0.875
"17062910544229152017-09-01","R010XB024OR",1
"17062911290849572017-09-01","R010XB081OR",1
"17062911355689802017-09-01","R010XB081OR",1
"17062911462618982017-09-01","R010XB081OR",1
"17062912000178762017-09-01","R010XB081OR",1
"17062915403975672017-09-01","R010XC043OR",0.714285714285714
"17062917305035962017-09-01","R010XA007OR",0.857142857142857
"17063007263378402017-09-01","R010XA007OR",1
"17063008092167272017-09-01","R010XB081OR",1
"17063010134631492017-09-01","R010XA007OR",0.75
"17063010134816442017-09-01","R010XB081OR",1
"17063010384031342017-09-01","R010XC059OR",0.833333333333333
"17063011055288592017-09-01","R010XB024OR",1
"17063011090975012017-09-01","R010XB081OR",1
"17063011132087032017-09-01","R010XB081OR",1
"17063011263010162017-09-01","R010XA027OR",0.625
"17063013340434452017-09-01","R010XB081OR",1
"17063014535350032017-09-01","R010XB081OR",1
"17063016335742602017-09-01","R010XB081OR",1
"17063017383980372017-09-01","R010XA007OR",1
"1707010719579942017-09-01","R010XB024OR",1
"17070107525490482017-09-01","R010XB081OR",1
"17070108031941912017-09-01","R010XB081OR",1
"17070108420752292017-09-01","R010XB024OR",1
"17070109562450532017-09-01","R010XB081OR",1
"17070110343335892017-09-01","R010XA018OR",0.75
"17070111293225422017-09-01","R010XA007OR",0.875
"17070111510198522017-09-01","R010XA007OR",0.75
"17070111554245632017-09-01","R010XB028OR",0.714285714285714
"17070112572053472017-09-01","R010XB081OR",1
"17070113191553472017-09-01","R010XC050OR",0.8
"17070207055933192017-09-01","R010XB028OR",1
"17070207402727702017-09-01","R010XC075OR",0.833333333333333
"17070208241725492017-09-01","R010XA007OR",0.857142857142857
"17070209450218712017-09-01","R010XC030OR",0.875
"17070210365838342017-09-01","R010XB013OR",1
"17070210404668082017-09-01","R010XC021OR",0.833333333333333
"17070210492598312017-09-01","R010XA027OR",0.625
"17070211342694742017-09-01","R010XB024OR",1
"17070211403328352017-09-01","R010XA021OR",1
"1707021154503432017-09-01","R010XB081OR",1
"1707021339214752017-09-01","R010XB081OR",1
"17070214593363632017-09-01","R010XA007OR",0.875
"17070307413335322017-09-01","R010XA007OR",0.857142857142857
"1707030901172512017-09-01","R010XA023OR",0.75
"17070309431469012017-09-01","R010XA009OR",1
"17070310015262752017-09-01","R010XB024OR",1
"17070311390080892017-09-01","R010XA018OR",0.75
"17070312193955482017-09-01","R010XA007OR",0.75
"17070312542110842017-09-01","R010XC043OR",0.875
"17070313571321942017-09-01","R010XC021OR",0.833333333333333
"17070314153338702017-09-01","R010XC075OR",0.857142857142857
"17070319010256602017-09-01","R010XC021OR",0.833333333333333
"17070406494998162017-09-01","R010XA018OR",0.75
"17070410411034922017-09-01","R010XA007OR",0.75
"17070410454915412017-09-01","R010XA023OR",0.75
"17070512351486022017-09-01","R010XA023OR",0.75
"17070513174224502017-09-01","R010XA023OR",0.75
"1707091114438212017-09-01","R010XB081OR",1
"17071007240113392017-09-01","R010XB081OR",1
"17071008535798142017-09-01","R010XB081OR",1
"17071008565616992017-09-01","R010XY005OR",0.875
"17071008583592372017-09-01","R010XB081OR",1
"17071008595157522017-09-01","R010XB081OR",1
"17071009004928652017-09-01","R010XB081OR",1
"17071009013591682017-09-01","R010XA021OR",0.75
"17071009022529352017-09-01","R010XA021OR",0.75
"17071009023784482017-09-01","R010XB081OR",1
"17071107060387002017-09-01","R010XB024OR",1
"17071206292288252017-09-01","R010XB028OR",1
"17071206590860692017-09-01","R010XB081OR",1
"17071207423024142017-09-01","R010XB081OR",1
"17071208144010422017-09-01","R010XB081OR",1
"17071213435937992017-09-01","R010XB081OR",1
"17071309123032042017-09-01","R010XA007OR",0.857142857142857
"17071309151751652017-09-01","R010XB081OR",1
"17071309203295572017-09-01","R010XA023OR",1
"1707130936332472017-09-01","R010XA007OR",1
"17071310092776832017-09-01","R010XB024OR",1
"17071310144872102017-09-01","R010XA018OR",1
"17071310215348492017-09-01","R010XB024OR",1
"1707131131369562017-09-01","R010XB081OR",1
"17071312014240792017-09-01","R010XB081OR",1
"17071315034474872017-09-01","R010XA018OR",0.75
"17071315533696882017-09-01","R010XA018OR",1
"17071407254543562017-09-01","R010XA021OR",1
"17071407505743722017-09-01","R010XB024OR",1
"17071409312784142017-09-01","R010XB081OR",1
"17071409561352752017-09-01","R010XA027OR",1
"17071410343099502017-09-01","R010XB024OR",1
"17071413183835232017-09-01","R010XC043OR",0.875
"17071415445710452017-09-01","R010XA023OR",1
"1707141619031382017-09-01","R010XB081OR",1
"17071508370084292017-09-01","R010XB024OR",1
"17071508455413452017-09-01","R010XA018OR",1
"17071508580265272017-09-01","R010XA018OR",1
"17071509235026692017-09-01","R010XB024OR",1
"17071509282256952017-09-01","R010XB081OR",1
"17071510254717522017-09-01","R010XB024OR",1
"17071511000425362017-09-01","R010XA023OR",1
"17071511483478142017-09-01","R010XC075OR",0.666666666666667
"1707151328096202017-09-01","R010XA018OR",1
"17071516452915782017-09-01","R010XB081OR",1
"17071518094138952017-09-01","R010XB081OR",1
"17071607311173272017-09-01","R010XC056OR",1
"17071607354076652017-09-01","R010XA023OR",0.75
"17071609010172212017-09-01","R010XC059OR",0.8
"17071610131041672017-09-01","R010XB081OR",1
"17071611002254182017-09-01","R010XB081OR",1
"17071611333472942017-09-01","R010XC053OR",1
"1707161146577582017-09-01","R010XB081OR",1
"1707161300017332017-09-01","R010XA023OR",1
"17071613092899262017-09-01","R010XC030OR",0.714285714285714
"17071706201613932017-09-01","R010XB081OR",1
"17071708244145802017-09-01","R010XA007OR",1
"17071709075424312017-09-01","R010XC040OR",0.666666666666667
"17071709184093122017-09-01","R010XB081OR",1
"17071709554622652017-09-01","R010XC043OR",0.875
"17071710005892882017-09-01","R010XB024OR",1
"17071710035962822017-09-01","R010XA023OR",1
"17071710101916302017-09-01","R010XB081OR",1
"1707171149112302017-09-01","R010XB024OR",1
"17071712493388982017-09-01","R010XA018OR",1
"17071713521642132017-09-01","R010XB024OR",1
"17071716202443722017-09-01","R010XB081OR",1
"17071807292415032017-09-01","R010XA007OR",0.75
"17071807465144482017-09-01","R010XB081OR",1
"17071807485024632017-09-01","R010XC069OR",0.714285714285714
"17071808180834892017-09-01","R010XB081OR",1
"17071808253167442017-09-01","R010XB024OR",1
"17071808474970432017-09-01","R010XB024OR",1
"17071808495773862017-09-01","R010XB081OR",1
"1707180904187042017-09-01","R010XB024OR",1
"17071809220056742017-09-01","R010XB081OR",1
"17071809361861282017-09-01","R010XC040OR",1
"17071809532222942017-09-01","R010XA009OR",0.75
"17071810534974852017-09-01","R010XB081OR",1
"17071907150465222017-09-01","R010XA018OR",1
"17072007390493632017-09-01","R010XB081OR",1
"17072014534171562017-09-01","R010XB024OR",1
"1707210850504782017-09-01","R010XA023OR",0.75
"17072409352593302017-09-01","R010XA021OR",0.75
"17072412311861072017-09-01","R010XB081OR",1
"1707251036161522017-09-01","R010XB024OR",1
"17072513355417802017-09-01","R010XC043OR",0.625
"17072614001486982017-09-01","R010XA021OR",1
"17072707221394002017-09-01","R010XB081OR",1
"17072707500245702017-09-01","R010XC075OR",0.833333333333333
"17072709203356812017-09-01","R010XB081OR",1
"17072709530850722017-09-01","R010XB081OR",1
"17072710314951422017-09-01","R010XB081OR",1
"17072711113597672017-09-01","R010XB081OR",1
"17072712004929892017-09-01","R010XB081OR",1
"17072712131193162017-09-01","R010XB081OR",1
"17072713050518602017-09-01","R010XA007OR",0.75
"17072713145615802017-09-01","R010XB024OR",1
"17072715122029832017-09-01","R010XB081OR",1
"17072715255276902017-09-01","R010XB081OR",1
"17072806505427352017-09-01","R010XB081OR",1
"17072807241415672017-09-01","R010XA023OR",1
"17072808065849312017-09-01","R010XB081OR",1
"17072808280399682017-09-01","R010XB081OR",1
"17072809020576342017-09-01","R010XB081OR",1
"1707280928096902017-09-01","R010XB046OR",0.714285714285714
"17072809440685102017-09-01","R010XB081OR",1
"1707281109258992017-09-01","R010XA021OR",1
"17072812024498762017-09-01","R010XB081OR",1
"17072812301762192017-09-01","R010XB024OR",1
"17072812505764542017-09-01","R010XB081OR",1
"17072812524221892017-09-01","R010XB081OR",1
"17072814072824872017-09-01","R010XB046OR",1
"17072815344626162017-09-01","R010XB081OR",1
"17072907205517762017-09-01","R010XC075OR",0.833333333333333
"17072907592239742017-09-01","R010XA018OR",0.75
"17072908232228842017-09-01","R010XC069OR",0.714285714285714
"17072908363468722017-09-01","R010XA007OR",0.75
"1707290915011402017-09-01","R010XA007OR",0.857142857142857
"17072909460944352017-09-01","R010XB081OR",1
"17072910150584602017-09-01","R010XB081OR",1
"17072910375359122017-09-01","R010XC047OR",1
"17072910414764622017-09-01","R010XB081OR",1
"1707291332578912017-09-01","R010XA002OR",0.833333333333333
"17072914510957052017-09-01","R010XA007OR",0.857142857142857
"17072915561387712017-09-01","R010XB081OR",1
"17072916242257062017-09-01","R010XA007OR",0.875
"17073007550935302017-09-01","R010XA007OR",0.75
"17073008270091152017-09-01","R010XB046OR",0.857142857142857
"17073009584075722017-09-01","R010XB081OR",1
"17073012285667962017-09-01","R010XB081OR",1
"17073012464241112017-09-01","R010XB081OR",1
"1707301302278132017-09-01","R010XB081OR",1
"17073013064237662017-09-01","R010XB081OR",1
"17073015075987972017-09-01","R010XA023OR",0.75
"17073015245276472017-09-01","R010XB024OR",1
"17073107264022852017-09-01","R010XA007OR",0.75
"17073108010117402017-09-01","R010XB024OR",1
"17073108131190462017-09-01","R010XA023OR",0.75
"17073108154892562017-09-01","R010XC043OR",0.857142857142857
"17073109250050072017-09-01","R010XA007OR",0.75
"17073110022991952017-09-01","R010XB081OR",1
"17073110160870312017-09-01","R010XB081OR",1
"170731130403852017-09-01","R010XB081OR",1
"17073114103099822017-09-01","R010XB081OR",1
"17080107180635572017-09-01","R010XA018OR",1
"17080108114424982017-09-01","R010XB081OR",1
"17080109155769002017-09-01","R010XB081OR",1
"17080110082989822017-09-01","R010XB081OR",1
"17080110321664562017-09-01","R010XB081OR",1
"17080110422829902017-09-01","R010XB081OR",1
"17080113245214292017-09-01","R010XB024OR",1
"17080113293564452017-09-01","R010XB081OR",1
"17080114472716582017-09-01","R010XB024OR",1
"17080209515317342017-09-01","R010XA018OR",1
"17080213013579042017-09-01","R010XB024OR",1
"17080309363282892017-09-01","R010XB081OR",1
